# Species	Genes	Alg.-Conn.	H_tartakovskyi.faa	P_berghei.faa	P_cynomolgi.faa	P_faciparum.faa	P_knowlesi.faa	P_vivax.faa	P_yoelii.faa	T_gondii.faa
8	15	0.12	1107_g	1717_g,4836_g	1612_g,1733_g	1561_g,1443_g	1673_g,1775_g	1704_g,1587_g	2664_g,2549_g	14_g,376_g
6	6	0.268	*	2825_g	*	1647_g	1440_g	1369_g	4828_g	9615_g
6	6	0.268	*	4398_g	2204_g	*	2262_g	2160_g	1256_g	2214_g
6	6	0.268	*	564_g	918_g	355_g	957_g	900_g	302_g	*
6	6	0.268	*	6722_g	2301_g	2288_g	2366_g	2260_g	1354_g	*
6	6	0.268	*	6792_g	3100_g	4881_g	3165_g	3072_g	4223_g	*
6	6	0.268	663_g	1628_g	4416_g	2571_g	*	4419_g	4049_g	*
6	6	0.264	*	2629_g	1755_g	1420_g	1798_g	1726_g	2526_g	*
6	6	0.264	*	2637_g	2062_g	186_g	2106_g	2021_g	1116_g	*
6	6	0.264	*	3104_g	756_g	3414_g	792_g	732_g	43_g	*
6	6	0.253	*	1041_g	1615_g	1558_g	1676_g	1590_g	2661_g	*
6	6	0.253	*	1380_g	4606_g	2762_g	4717_g	4610_g	3870_g	*
6	6	0.253	*	1453_g	3553_g	3206_g	3633_g	3561_g	1817_g	*
6	6	0.253	*	2312_g	2164_g	2147_g	2218_g	2121_g	1216_g	*
6	6	0.253	*	2822_g	4262_g	3869_g	4377_g	4271_g	2308_g	*
6	6	0.253	*	2937_g	3867_g	4107_g	3950_g	3860_g	2204_g	*
6	6	0.253	*	3478_g	236_g	4510_g	252_g	224_g	4427_g	*
6	6	0.253	*	398_g	1630_g	1544_g	1691_g	1605_g	2646_g	*
6	6	0.253	*	4189_g	3766_g	4006_g	3843_g	3762_g	2951_g	*
6	6	0.253	*	6391_g	2223_g	2210_g	2283_g	2180_g	1277_g	*
6	6	0.253	*	6612_g	504_g	3666_g	516_g	483_g	1622_g	*
6	6	0.253	*	6749_g	223_g	4523_g	237_g	212_g	4414_g	*
6	6	0.253	*	7157_g	3460_g	5146_g	3537_g	3454_g	3032_g	*
6	6	0.253	*	900_g	1539_g	1633_g	4487_g	1518_g	3358_g	*
6	6	0.253	1051_g	1863_g	2005_g	131_g	2045_g	1965_g	*	*
6	6	0.253	1106_g	3714_g	3310_g	888_g	*	3290_g	3258_g	*
6	6	0.253	240_g	*	4325_g	3805_g	4433_g	4333_g	2893_g	*
6	6	0.253	243_g	2797_g	852_g	424_g	887_g	*	239_g	*
6	6	0.253	267_g	*	4440_g	2596_g	4546_g	4445_g	4024_g	*
6	6	0.253	26_g	4484_g	4354_g	3776_g	*	4364_g	2863_g	*
6	6	0.253	501_g	1416_g	3872_g	4112_g	*	3865_g	2199_g	*
6	6	0.253	560_g	*	4792_g	2936_g	4899_g	4788_g	3693_g	*
6	6	0.253	627_g	2236_g	3946_g	4185_g	*	3941_g	2129_g	*
6	6	0.253	63_g	*	574_g	3598_g	589_g	551_g	4292_g	*
6	6	0.253	647_g	2718_g	387_g	596_g	395_g	*	1730_g	*
6	6	0.253	64_g	*	575_g	3596_g	591_g	552_g	4294_g	*
6	6	0.24	*	1185_g	1607_g	1567_g	1667_g	1581_g	2669_g	*
6	6	0.24	*	1497_g	1746_g	1429_g	1789_g	1717_g	2535_g	*
6	6	0.24	*	1586_g	3199_g	4791_g	3271_g	3175_g	4137_g	*
6	6	0.24	*	1626_g	2199_g	2182_g	2256_g	2155_g	1250_g	*
6	6	0.24	*	2223_g	1172_g	1860_g	1214_g	1154_g	546_g	*
6	6	0.24	*	3025_g	3471_g	5162_g	3550_g	3465_g	3021_g	*
6	6	0.24	*	327_g	1341_g	1701_g	1387_g	1320_g	4776_g	*
6	6	0.24	*	3670_g	2467_g	2459_g	2538_g	2426_g	1511_g	*
6	6	0.24	*	3951_g	2471_g	2463_g	2542_g	2430_g	1515_g	*
6	6	0.24	*	6485_g	2017_g	140_g	2054_g	1974_g	1072_g	*
6	6	0.24	*	6552_g	2205_g	2187_g	2263_g	2161_g	1257_g	*
6	6	0.24	1235_g	2329_g	3837_g	4076_g	*	3828_g	2237_g	*
6	6	0.24	1310_g	4322_g	4153_g	3114_g	*	4168_g	3610_g	*
6	6	0.24	497_g	*	2157_g	761_g	2210_g	2114_g	1210_g	*
6	6	0.24	514_g	310_g	4274_g	3857_g	*	4284_g	2942_g	*
6	6	0.24	864_g	*	2130_g	790_g	2180_g	2087_g	1183_g	*
6	6	0.23	*	1666_g	19_g	4722_g	26_g	15_g	917_g	*
6	6	0.23	*	2053_g	631_g	3539_g	648_g	606_g	4349_g	*
6	6	0.23	*	2158_g	2320_g	2307_g	2386_g	2279_g	1373_g	*
6	6	0.23	*	3294_g	2054_g	177_g	2096_g	2012_g	1107_g	*
6	6	0.23	*	3758_g	1929_g	56_g	1966_g	1892_g	994_g	*
6	6	0.23	*	4048_g	3555_g	3208_g	3635_g	3563_g	3184_g	*
6	6	0.23	*	6521_g	1777_g	1396_g	1824_g	1748_g	2504_g	*
6	6	0.23	874_g	3729_g	4587_g	2745_g	*	4592_g	3886_g	*
6	6	0.211	*	1706_g	1471_g	2076_g	1518_g	1450_g	3299_g	*
6	6	0.211	*	2638_g	2061_g	185_g	2105_g	2020_g	1115_g	*
6	6	0.211	*	289_g	868_g	408_g	904_g	848_g	253_g	*
6	6	0.211	*	3206_g	2091_g	1118_g	2135_g	2047_g	1143_g	*
6	6	0.211	*	4159_g	815_g	458_g	851_g	800_g	206_g	*
6	6	0.211	*	418_g	3577_g	3230_g	3660_g	3711_g	3161_g	*
6	6	0.211	*	6484_g	1137_g	1893_g	1180_g	1120_g	506_g	*
6	6	0.211	278_g	1909_g	3066_g	4915_g	*	3038_g	4256_g	*
6	6	0.198	*	1146_g	4760_g	2908_g	4870_g	4759_g	3722_g	*
6	6	0.198	*	2826_g	3274_g	926_g	3338_g	3253_g	3223_g	*
6	6	0.198	*	2828_g	3127_g	4854_g	3201_g	3099_g	4196_g	*
6	6	0.198	*	3100_g	4225_g	3904_g	4327_g	4234_g	659_g	*
6	6	0.198	*	3245_g	2042_g	164_g	2080_g	1999_g	1094_g	*
6	6	0.198	*	3441_g	2002_g	129_g	2043_g	1962_g	1062_g	*
6	6	0.198	*	832_g	2101_g	1130_g	2148_g	2059_g	1155_g	*
6	6	0.198	1223_g	2566_g	3986_g	4228_g	*	3988_g	2084_g	*
6	6	0.185	*	2310_g	4659_g	2811_g	4768_g	4658_g	3815_g	*
6	6	0.185	*	2617_g	1148_g	1881_g	1191_g	1132_g	518_g	*
6	6	0.185	*	2867_g	3345_g	854_g	3415_g	3325_g	4522_g	*
6	6	0.185	*	3810_g	4058_g	3029_g	4150_g	4077_g	3519_g	*
6	6	0.185	*	6395_g	1119_g	1911_g	1158_g	1101_g	489_g	*
6	6	0.185	*	6980_g	2269_g	2257_g	2332_g	2230_g	1323_g	*
6	6	0.185	450_g	2590_g	3816_g	4054_g	*	3809_g	2259_g	*
6	6	0.185	813_g	*	133_g	4611_g	146_g	126_g	809_g	*
6	6	0.167	*	1132_g	693_g	3478_g	719_g	670_g	104_g	*
6	6	0.167	*	1148_g	4135_g	3097_g	4232_g	4150_g	3593_g	*
6	6	0.167	*	1168_g	691_g	3480_g	717_g	668_g	106_g	*
6	6	0.167	*	1256_g	4114_g	3081_g	4209_g	4131_g	3575_g	*
6	6	0.167	*	1337_g	2512_g	2506_g	2588_g	2473_g	1556_g	*
6	6	0.167	*	1480_g	1144_g	1885_g	1187_g	1127_g	514_g	*
6	6	0.167	*	149_g	1230_g	1806_g	1276_g	1211_g	599_g	*
6	6	0.167	*	1747_g	510_g	3659_g	527_g	490_g	1616_g	*
6	6	0.167	*	1815_g	1512_g	2114_g	1559_g	1488_g	3332_g	*
6	6	0.167	*	1896_g	4414_g	2569_g	*	4417_g	4051_g	6423_g
6	6	0.167	*	1898_g	148_g	4597_g	160_g	141_g	796_g	*
6	6	0.167	*	1903_g	4246_g	3883_g	4361_g	4256_g	2321_g	*
6	6	0.167	*	2143_g	1813_g	1366_g	1856_g	1780_g	2475_g	*
6	6	0.167	*	2451_g	2469_g	2461_g	2540_g	2428_g	1513_g	*
6	6	0.167	*	2523_g	4706_g	2859_g	*	4706_g	3769_g	1812_g
6	6	0.167	*	2575_g	2286_g	2274_g	2353_g	2247_g	1339_g	*
6	6	0.167	*	2650_g	77_g	4665_g	86_g	72_g	861_g	*
6	6	0.167	*	2660_g	2229_g	2214_g	2288_g	2185_g	1282_g	*
6	6	0.167	*	2686_g	740_g	3430_g	775_g	716_g	59_g	*
6	6	0.167	*	2696_g	1218_g	1817_g	1264_g	1200_g	588_g	*
6	6	0.167	*	2705_g	2319_g	2306_g	2385_g	2278_g	1372_g	*
6	6	0.167	*	2732_g	2647_g	725_g	2723_g	2625_g	738_g	*
6	6	0.167	*	2761_g	912_g	361_g	951_g	894_g	296_g	*
6	6	0.167	*	2778_g	864_g	412_g	900_g	844_g	249_g	*
6	6	0.167	*	2807_g	1783_g	1392_g	1827_g	1753_g	2500_g	*
6	6	0.167	*	2875_g	2359_g	2347_g	2424_g	2317_g	1411_g	*
6	6	0.167	*	2974_g	2924_g	5059_g	3002_g	2893_g	3372_g	*
6	6	0.167	*	3046_g	1073_g	1960_g	1106_g	1053_g	441_g	*
6	6	0.167	*	3073_g	2867_g	5001_g	2943_g	2836_g	2778_g	*
6	6	0.167	*	3122_g	982_g	292_g	1013_g	966_g	355_g	*
6	6	0.167	*	3237_g	2176_g	2159_g	2232_g	2133_g	1228_g	*
6	6	0.167	*	326_g	3666_g	3313_g	3749_g	3630_g	3079_g	*
6	6	0.167	*	3347_g	2141_g	778_g	2192_g	2098_g	1195_g	*
6	6	0.167	*	3373_g	1004_g	271_g	1038_g	986_g	375_g	*
6	6	0.167	*	3383_g	2032_g	154_g	2070_g	1989_g	1085_g	*
6	6	0.167	*	3394_g	840_g	436_g	874_g	822_g	226_g	*
6	6	0.167	*	3503_g	782_g	489_g	819_g	768_g	4656_g	*
6	6	0.167	*	3678_g	723_g	3447_g	749_g	701_g	74_g	*
6	6	0.167	*	3842_g	2332_g	2319_g	2398_g	2291_g	1385_g	*
6	6	0.167	*	3945_g	2561_g	1045_g	2631_g	2536_g	2351_g	*
6	6	0.167	*	4081_g	493_g	3678_g	504_g	473_g	1634_g	*
6	6	0.167	*	4106_g	157_g	4587_g	169_g	151_g	4353_g	*
6	6	0.167	*	4227_g	1115_g	1916_g	1153_g	1097_g	484_g	*
6	6	0.167	*	4275_g	1154_g	1875_g	1197_g	1137_g	524_g	*
6	6	0.167	*	4281_g	1361_g	1681_g	1408_g	1337_g	4795_g	*
6	6	0.167	*	4308_g	1634_g	1541_g	695_g	1609_g	2643_g	*
6	6	0.167	*	4330_g	2416_g	2411_g	2483_g	2374_g	1466_g	*
6	6	0.167	*	451_g	10_g	4732_g	12_g	6_g	926_g	*
6	6	0.167	*	5203_g	*	621_g	368_g	350_g	1755_g	121_g
6	6	0.167	*	531_g	509_g	3660_g	526_g	489_g	1619_g	*
6	6	0.167	*	5440_g	444_g	544_g	454_g	427_g	1682_g	*
6	6	0.167	*	5621_g	70_g	4672_g	78_g	65_g	869_g	*
6	6	0.167	*	568_g	1326_g	1715_g	1372_g	1306_g	4763_g	*
6	6	0.167	*	5996_g	627_g	3544_g	644_g	601_g	4344_g	*
6	6	0.167	*	61_g	1229_g	1807_g	1275_g	1210_g	598_g	*
6	6	0.167	*	6452_g	3944_g	4184_g	4027_g	3940_g	2130_g	*
6	6	0.167	*	6453_g	4282_g	3851_g	*	4290_g	2936_g	6636_g
6	6	0.167	*	6462_g	803_g	469_g	840_g	789_g	194_g	*
6	6	0.167	*	646_g	495_g	3676_g	506_g	475_g	1632_g	*
6	6	0.167	*	6517_g	4133_g	3095_g	4230_g	4148_g	3591_g	*
6	6	0.167	*	6519_g	1781_g	1394_g	1825_g	1751_g	2502_g	*
6	6	0.167	*	6558_g	1865_g	1312_g	1907_g	1830_g	2430_g	*
6	6	0.167	*	6690_g	2882_g	5015_g	2957_g	2850_g	2765_g	*
6	6	0.167	*	6754_g	1852_g	1326_g	1893_g	1818_g	2443_g	*
6	6	0.167	*	6807_g	2412_g	2399_g	2479_g	2370_g	1462_g	*
6	6	0.167	*	6817_g	1387_g	1655_g	1433_g	1362_g	4821_g	*
6	6	0.167	*	6835_g	2025_g	148_g	2063_g	1982_g	1079_g	*
6	6	0.167	*	6848_g	492_g	3679_g	503_g	472_g	1635_g	*
6	6	0.167	*	6862_g	786_g	486_g	823_g	772_g	4652_g	*
6	6	0.167	*	7077_g	1789_g	1386_g	1833_g	1759_g	2495_g	*
6	6	0.167	*	7145_g	2275_g	2263_g	2340_g	2236_g	1329_g	*
6	6	0.167	*	797_g	3851_g	4090_g	3932_g	3842_g	2223_g	*
6	6	0.167	*	983_g	1985_g	110_g	2021_g	1944_g	1045_g	*
6	6	0.167	1019_g	1681_g	3332_g	866_g	*	3311_g	4509_g	*
6	6	0.167	1052_g	640_g	3363_g	841_g	*	3345_g	4533_g	*
6	6	0.167	1064_g	1156_g	3062_g	4919_g	*	3033_g	4259_g	*
6	6	0.167	1114_g	6881_g	2380_g	2366_g	*	2337_g	1430_g	*
6	6	0.167	1129_g	4087_g	1208_g	1826_g	1254_g	*	578_g	*
6	6	0.167	1158_g	3330_g	3326_g	872_g	*	3305_g	3275_g	*
6	6	0.167	1220_g	*	2458_g	2451_g	2529_g	2417_g	1504_g	*
6	6	0.167	1225_g	5016_g	4725_g	2878_g	*	4727_g	3751_g	*
6	6	0.167	1262_g	3776_g	459_g	528_g	469_g	*	1666_g	*
6	6	0.167	1278_g	1432_g	3830_g	4067_g	*	3821_g	2246_g	*
6	6	0.167	1314_g	2371_g	3076_g	4904_g	*	3050_g	4244_g	*
6	6	0.167	1339_g	2994_g	3296_g	904_g	*	3275_g	3242_g	*
6	6	0.167	139_g	*	1836_g	1340_g	1878_g	1804_g	2455_g	*
6	6	0.167	1437_g	2010_g	2773_g	4347_g	*	2747_g	1934_g	*
6	6	0.167	146_g	*	2789_g	4331_g	2862_g	2766_g	1919_g	*
6	6	0.167	189_g	*	90_g	4653_g	100_g	86_g	847_g	*
6	6	0.167	218_g	3619_g	*	4472_g	296_g	265_g	4467_g	*
6	6	0.167	259_g	1169_g	4675_g	2828_g	*	4674_g	3797_g	*
6	6	0.167	352_g	5339_g	1495_g	2097_g	1542_g	1471_g	*	*
6	6	0.167	390_g	6642_g	4479_g	2636_g	*	4486_g	3986_g	*
6	6	0.167	3_g	2604_g	4020_g	4259_g	*	4021_g	2049_g	*
6	6	0.167	443_g	804_g	920_g	*	959_g	902_g	304_g	*
6	6	0.167	454_g	988_g	3123_g	4858_g	*	3095_g	4201_g	*
6	6	0.167	455_g	989_g	3122_g	4859_g	*	3094_g	4202_g	*
6	6	0.167	472_g	1660_g	3541_g	3192_g	*	3546_g	1827_g	*
6	6	0.167	474_g	*	4105_g	3073_g	4197_g	4122_g	3565_g	*
6	6	0.167	496_g	6431_g	3649_g	3298_g	*	3645_g	3095_g	*
6	6	0.167	513_g	*	2337_g	2325_g	2404_g	2296_g	1390_g	*
6	6	0.167	516_g	6457_g	4276_g	3855_g	*	4286_g	2940_g	*
6	6	0.167	517_g	3867_g	*	4103_g	3946_g	3856_g	2208_g	*
6	6	0.167	527_g	4472_g	3073_g	4907_g	3141_g	*	4248_g	*
6	6	0.167	544_g	1080_g	3788_g	4027_g	3868_g	3784_g	*	*
6	6	0.167	574_g	1911_g	1075_g	*	*	1055_g	443_g	10328_g
6	6	0.167	641_g	6435_g	4777_g	2924_g	*	4775_g	3706_g	*
6	6	0.167	646_g	*	388_g	595_g	396_g	378_g	1729_g	*
6	6	0.167	654_g	6572_g	2593_g	1077_g	*	2567_g	684_g	*
6	6	0.167	667_g	3585_g	2814_g	1245_g	*	2787_g	1897_g	*
6	6	0.167	668_g	3586_g	2815_g	1246_g	*	2788_g	1896_g	*
6	6	0.167	712_g	961_g	4168_g	3128_g	*	4182_g	3624_g	*
6	6	0.167	737_g	338_g	2766_g	4355_g	*	2739_g	1942_g	*
6	6	0.167	742_g	*	2250_g	2235_g	2310_g	2208_g	1301_g	*
6	6	0.167	759_g	*	4816_g	2959_g	4922_g	4808_g	3671_g	*
6	6	0.167	774_g	724_g	4340_g	3792_g	*	4350_g	2879_g	*
6	6	0.167	778_g	917_g	4453_g	2610_g	*	4458_g	4011_g	*
6	6	0.167	806_g	2556_g	4094_g	3064_g	*	4112_g	3555_g	*
6	6	0.167	80_g	894_g	1373_g	1669_g	1419_g	*	4807_g	*
6	6	0.167	837_g	*	1513_g	2115_g	1560_g	1489_g	3333_g	*
6	6	0.167	856_g	*	4060_g	3031_g	4152_g	4079_g	3521_g	*
6	6	0.167	861_g	*	3782_g	4022_g	3862_g	3778_g	2290_g	*
6	6	0.167	86_g	*	2473_g	2465_g	2544_g	2432_g	1516_g	*
6	6	0.167	88_g	*	2475_g	2467_g	2546_g	2434_g	1518_g	*
6	6	0.167	895_g	*	1520_g	2120_g	1566_g	1497_g	3338_g	*
6	6	0.167	918_g	2899_g	2731_g	4394_g	*	2702_g	1979_g	*
6	6	0.167	95_g	3700_g	*	805_g	2163_g	2073_g	1169_g	*
6	6	0.167	969_g	3908_g	1462_g	2065_g	1507_g	1439_g	*	*
6	6	0.167	995_g	2082_g	1697_g	1479_g	*	1669_g	2582_g	*
6	6	0.167	99_g	*	588_g	3584_g	603_g	563_g	4306_g	*
6	6	0.152	*	1193_g	1860_g	1317_g	1902_g	1825_g	2435_g	*
6	6	0.152	*	2057_g	1181_g	1851_g	1226_g	1163_g	552_g	*
6	6	0.152	*	2078_g	3060_g	4920_g	3126_g	3032_g	4260_g	*
6	6	0.152	*	2103_g	1145_g	1884_g	1188_g	1128_g	515_g	*
6	6	0.152	*	2336_g	4529_g	2690_g	*	4538_g	3938_g	307_g
6	6	0.152	*	2593_g	1238_g	1798_g	1284_g	1219_g	608_g	*
6	6	0.152	*	3008_g	1828_g	1348_g	1870_g	1795_g	2462_g	*
6	6	0.152	*	3220_g	4390_g	3742_g	4500_g	4397_g	2831_g	*
6	6	0.152	*	329_g	2084_g	208_g	2126_g	2040_g	1135_g	*
6	6	0.152	*	3456_g	1878_g	1302_g	1919_g	1842_g	2419_g	*
6	6	0.152	*	4005_g	4489_g	2648_g	4602_g	4496_g	3975_g	*
6	6	0.152	*	4067_g	897_g	377_g	935_g	879_g	282_g	*
6	6	0.152	*	4092_g	4726_g	2879_g	4840_g	4728_g	3750_g	*
6	6	0.152	*	4387_g	687_g	3485_g	712_g	664_g	110_g	*
6	6	0.152	*	4428_g	372_g	609_g	380_g	362_g	1743_g	*
6	6	0.152	*	500_g	4147_g	3108_g	4244_g	4162_g	3604_g	*
6	6	0.152	*	6573_g	1102_g	1929_g	1138_g	1084_g	472_g	*
6	6	0.152	*	6840_g	1849_g	1329_g	1890_g	1815_g	2445_g	*
6	6	0.152	*	756_g	2111_g	809_g	2158_g	2069_g	1165_g	*
6	6	0.152	*	826_g	1422_g	1977_g	1466_g	1397_g	4854_g	*
6	6	0.152	*	860_g	4830_g	2973_g	4937_g	4822_g	3659_g	*
6	6	0.152	*	875_g	2826_g	1258_g	2901_g	2799_g	1884_g	*
6	6	0.152	11_g	2758_g	*	96_g	2008_g	1930_g	1032_g	*
6	6	0.152	418_g	2410_g	4527_g	2687_g	*	4535_g	3941_g	*
6	6	0.152	484_g	1113_g	819_g	454_g	*	804_g	210_g	*
6	6	0.152	503_g	6631_g	3598_g	3250_g	*	3691_g	3140_g	*
6	6	0.152	511_g	1100_g	3832_g	4070_g	*	3823_g	2243_g	*
6	6	0.152	586_g	*	3023_g	1204_g	3092_g	2976_g	3462_g	*
6	6	0.152	796_g	128_g	*	4466_g	304_g	285_g	4474_g	*
6	6	0.152	953_g	2945_g	3942_g	4182_g	4025_g	*	2132_g	*
6	6	0.152	97_g	2914_g	3473_g	5164_g	*	3467_g	3018_g	*
6	6	0.149	*	1246_g	4183_g	3140_g	4280_g	4195_g	620_g	*
6	6	0.149	*	2436_g	966_g	307_g	998_g	951_g	341_g	*
6	6	0.149	*	3063_g	1996_g	121_g	2036_g	1955_g	1056_g	*
6	6	0.149	*	3067_g	2000_g	127_g	2041_g	1959_g	1060_g	*
6	6	0.149	*	3256_g	2616_g	755_g	2689_g	2594_g	708_g	*
6	6	0.149	*	3358_g	4122_g	3086_g	4220_g	4138_g	3581_g	*
6	6	0.149	*	3523_g	4505_g	2664_g	4617_g	4512_g	3959_g	*
6	6	0.149	*	3774_g	2430_g	2423_g	2498_g	2387_g	1477_g	*
6	6	0.149	*	3914_g	4089_g	3058_g	4181_g	4106_g	3549_g	*
6	6	0.149	*	4086_g	1209_g	1825_g	1255_g	1191_g	579_g	*
6	6	0.149	*	4438_g	305_g	4457_g	313_g	294_g	4483_g	*
6	6	0.149	1034_g	*	4396_g	3736_g	4506_g	4402_g	2825_g	*
6	6	0.149	342_g	2946_g	3939_g	4179_g	*	3935_g	2134_g	*
6	6	0.148	*	1752_g	4579_g	2738_g	4691_g	4584_g	3894_g	*
6	6	0.148	*	2547_g	1678_g	1498_g	1736_g	1651_g	2601_g	*
6	6	0.148	*	3030_g	2901_g	5035_g	2977_g	2869_g	2747_g	*
6	6	0.148	*	3064_g	1997_g	122_g	2037_g	1956_g	1057_g	*
6	6	0.148	*	3554_g	2427_g	2419_g	2495_g	2384_g	1475_g	*
6	6	0.148	*	426_g	271_g	4478_g	289_g	259_g	4462_g	*
6	6	0.148	*	4326_g	1531_g	2132_g	1578_g	1509_g	3351_g	*
6	6	0.148	*	581_g	568_g	3604_g	583_g	545_g	4286_g	*
6	6	0.148	*	671_g	2497_g	2492_g	2574_g	2460_g	1544_g	*
6	6	0.148	1050_g	1864_g	2004_g	130_g	2044_g	1964_g	*	*
6	6	0.148	106_g	620_g	2803_g	1236_g	*	2778_g	1906_g	*
6	6	0.148	370_g	4453_g	2597_g	1080_g	*	2571_g	688_g	*
6	6	0.148	54_g	*	461_g	526_g	471_g	445_g	1664_g	*
6	6	0.147	*	*	185_g	4559_g	196_g	179_g	4379_g	5866_g
6	6	0.147	*	3180_g	2194_g	2177_g	2250_g	2150_g	1245_g	*
6	6	0.147	*	3306_g	2770_g	4351_g	2841_g	2743_g	1938_g	*
6	6	0.147	*	3313_g	337_g	643_g	343_g	327_g	1778_g	*
6	6	0.147	*	3418_g	2406_g	2393_g	2436_g	2364_g	1457_g	*
6	6	0.147	*	376_g	3458_g	5145_g	3535_g	3452_g	3034_g	*
6	6	0.147	*	6490_g	1907_g	34_g	1942_g	1870_g	971_g	*
6	6	0.147	*	6686_g	215_g	4533_g	228_g	204_g	4404_g	*
6	6	0.147	*	6697_g	1766_g	1409_g	1812_g	1737_g	2516_g	*
6	6	0.147	*	6745_g	2365_g	2354_g	2429_g	2325_g	1418_g	*
6	6	0.147	*	959_g	4666_g	2819_g	4776_g	4665_g	3806_g	*
6	6	0.147	1329_g	*	3462_g	5148_g	3539_g	3456_g	3030_g	*
6	6	0.127	*	1020_g	2634_g	740_g	2707_g	2611_g	723_g	*
6	6	0.127	*	1038_g	1225_g	1811_g	1271_g	1206_g	594_g	*
6	6	0.127	*	1082_g	975_g	299_g	1006_g	959_g	348_g	*
6	6	0.127	*	1286_g	4271_g	3860_g	4388_g	4281_g	2945_g	*
6	6	0.127	*	1649_g	2628_g	745_g	2701_g	2605_g	718_g	*
6	6	0.127	*	171_g	166_g	4578_g	177_g	160_g	4361_g	*
6	6	0.127	*	1804_g	3032_g	1213_g	3101_g	2985_g	3472_g	*
6	6	0.127	*	1987_g	3652_g	3301_g	3734_g	3642_g	3093_g	*
6	6	0.127	*	2064_g	1521_g	2121_g	1567_g	1498_g	3339_g	*
6	6	0.127	*	228_g	3424_g	5115_g	3502_g	3421_g	4587_g	*
6	6	0.127	*	2437_g	967_g	306_g	999_g	952_g	342_g	*
6	6	0.127	*	2459_g	2945_g	1134_g	3020_g	2910_g	3391_g	*
6	6	0.127	*	2684_g	954_g	319_g	986_g	939_g	331_g	*
6	6	0.127	*	2716_g	1945_g	71_g	1982_g	1907_g	1009_g	*
6	6	0.127	*	2747_g	4418_g	2573_g	4523_g	4421_g	4047_g	*
6	6	0.127	*	2750_g	1671_g	1506_g	1728_g	1643_g	2610_g	*
6	6	0.127	*	3062_g	413_g	570_g	424_g	400_g	1707_g	*
6	6	0.127	*	3075_g	478_g	513_g	489_g	458_g	1652_g	*
6	6	0.127	*	3769_g	1819_g	1361_g	1861_g	1785_g	2470_g	*
6	6	0.127	*	3824_g	873_g	403_g	908_g	853_g	258_g	*
6	6	0.127	*	3933_g	174_g	4571_g	186_g	169_g	4368_g	*
6	6	0.127	*	3938_g	2645_g	727_g	2721_g	2623_g	736_g	*
6	6	0.127	*	4060_g	907_g	366_g	945_g	889_g	291_g	*
6	6	0.127	*	4075_g	879_g	397_g	914_g	859_g	263_g	*
6	6	0.127	*	422_g	1745_g	1430_g	1788_g	1716_g	2536_g	*
6	6	0.127	*	4327_g	1532_g	2133_g	1579_g	1510_g	3352_g	*
6	6	0.127	*	4427_g	371_g	610_g	379_g	361_g	1744_g	*
6	6	0.127	*	4441_g	466_g	523_g	475_g	448_g	1661_g	*
6	6	0.127	*	468_g	1541_g	1631_g	1592_g	1520_g	3360_g	*
6	6	0.127	*	5531_g	3111_g	4869_g	3177_g	3084_g	4213_g	*
6	6	0.127	*	6489_g	1908_g	35_g	1943_g	1871_g	972_g	*
6	6	0.127	*	668_g	1961_g	88_g	2000_g	1922_g	1025_g	*
6	6	0.127	*	7080_g	1792_g	1383_g	1836_g	1762_g	2492_g	*
6	6	0.127	*	7094_g	51_g	4690_g	58_g	47_g	888_g	*
6	6	0.127	*	849_g	230_g	4516_g	244_g	218_g	4421_g	*
6	6	0.127	*	982_g	1984_g	109_g	2020_g	1943_g	1044_g	*
6	6	0.127	1352_g	2903_g	4287_g	3847_g	*	4294_g	2932_g	*
6	6	0.127	1405_g	*	194_g	4550_g	211_g	188_g	4387_g	*
6	6	0.127	214_g	*	4491_g	2651_g	4605_g	4499_g	3972_g	*
6	6	0.127	230_g	*	2600_g	1083_g	2670_g	2576_g	691_g	*
6	6	0.127	376_g	1379_g	4621_g	2777_g	*	4625_g	3855_g	*
6	6	0.127	878_g	7178_g	4522_g	2681_g	*	4530_g	3944_g	*
6	6	0.127	887_g	*	4394_g	3738_g	4504_g	4400_g	2827_g	*
6	6	0.127	947_g	3006_g	1684_g	1492_g	*	1657_g	2595_g	*
6	6	0.122	*	2530_g	1954_g	80_g	1992_g	1915_g	1017_g	*
6	6	0.122	*	4232_g	3158_g	4826_g	3232_g	3132_g	4169_g	*
6	6	0.122	*	6092_g	3258_g	941_g	3323_g	3238_g	3210_g	*
6	6	0.122	*	6441_g	4512_g	2671_g	4624_g	4519_g	3953_g	*
6	6	0.12	*	1063_g	1787_g	1388_g	1831_g	1757_g	2497_g	*
6	6	0.12	*	1232_g	651_g	3523_g	669_g	625_g	147_g	*
6	6	0.12	*	2221_g	1173_g	1859_g	1215_g	1155_g	547_g	*
6	6	0.12	*	3869_g	3884_g	4123_g	3966_g	3877_g	2188_g	*
6	6	0.12	*	5491_g	2825_g	1257_g	2898_g	2798_g	1885_g	*
6	6	0.116	*	114_g	1127_g	1904_g	1167_g	1109_g	497_g	*
6	6	0.116	*	1813_g	4056_g	3027_g	4148_g	4075_g	3517_g	*
6	6	0.116	*	2587_g	845_g	431_g	880_g	827_g	231_g	*
6	6	0.116	*	261_g	3478_g	5170_g	3558_g	3473_g	3013_g	*
6	6	0.116	*	2627_g	2495_g	2490_g	2568_g	2458_g	1542_g	*
